x,y,jarvis_20m,elevation
-159.9887817247599,-0.3592149228371894,-300.8380126953125,250-500 m
-159.9886020132401,-0.35921494241191093,-303.10400390625,250-500 m
-159.9884223017105,-0.359214961983076,-305.0769958496094,250-500 m
-159.9882425901711,-0.3592149815506843,-309.98199462890625,250-500 m
-159.98806287862195,-0.35921500111473603,-316.66400146484375,250-500 m
-159.98788316706296,-0.35921502067523114,-322.85699462890625,250-500 m
-159.9877034554942,-0.3592150402321696,-329.3699951171875,250-500 m
-159.9875237439157,-0.35921505978555146,-334.18798828125,250-500 m
-159.98734403232737,-0.3592150793353767,-337.0169982910156,250-500 m
-159.98716432072925,-0.35921509888164527,-340.22100830078125,250-500 m
-159.98698460912138,-0.35921511842435716,-344.11199951171875,250-500 m
-159.98680489750373,-0.3592151379635125,-346.8819885253906,250-500 m
-159.9866251858763,-0.35921515749911115,-346.5679931640625,250-500 m
-159.98644547423908,-0.3592151770311532,-347.0660095214844,250-500 m
-159.98626576259213,-0.3592151965596386,-350.2019958496094,250-500 m
-159.98608605093537,-0.3592152160845673,-352.7959899902344,250-500 m
-159.98590633926887,-0.3592152356059394,-353.18798828125,250-500 m
-159.98572662759258,-0.3592152551237549,-354.18798828125,250-500 m
-159.98554691590653,-0.35921527463801384,-358.5710144042969,250-500 m
-159.98536720421075,-0.35921529414871595,-363.89300537109375,250-500 m
-159.9851874925052,-0.3592153136558615,-365.9840087890625,250-500 m
-159.98500778078986,-0.3592153331594505,-367.1889953613281,250-500 m
-159.98482806906478,-0.3592153526594827,-368.7699890136719,250-500 m
-159.98464835732992,-0.3592153721559584,-369.99200439453125,250-500 m
-159.98446864558537,-0.35921539164887734,-370.614013671875,250-500 m
-159.984288933831,-0.3592154111382397,-374.2279968261719,250-500 m
-159.98410922206693,-0.3592154306240453,-378.5069885253906,250-500 m
-159.98392951029305,-0.35921545010629435,-379.7279968261719,250-500 m
-159.98374979850948,-0.35921546958498674,-383.7309875488281,250-500 m
-159.98357008671616,-0.3592154890601224,-389.8290100097656,250-500 m
-159.98339037491309,-0.35921550853170153,-389.2699890136719,250-500 m
-159.98321066310027,-0.35921552799972395,-393.4119873046875,250-500 m
-159.98303095127773,-0.3592155474641897,-401.489990234375,250-500 m
-159.9828512394454,-0.3592155669250989,-405.26800537109375,250-500 m
-159.9826715276034,-0.35921558638245127,-408.8559875488281,250-500 m
-159.98249181575162,-0.35921560583624706,-413.6260070800781,250-500 m
-159.98231210389014,-0.3592156252864861,-415.39801025390625,250-500 m
-159.9821323920189,-0.3592156447331687,-417.7409973144531,250-500 m
-159.98195268013797,-0.3592156641762944,-418.8599853515625,250-500 m
-159.98177296824727,-0.35921568361586365,-421.07000732421875,250-500 m
-159.98159325634686,-0.3592157030518761,-423.1669921875,250-500 m
-159.98141354443672,-0.3592157224843319,-421.18499755859375,250-500 m
-159.9812338325169,-0.3592157419132311,-421.65399169921875,250-500 m
-159.98105412058732,-0.35921576133857364,-425.56500244140625,250-500 m
-159.98087440864802,-0.35921578076035937,-432.2959899902344,250-500 m
-159.98069469669903,-0.3592158001785886,-440.3500061035156,250-500 m
-159.9805149847403,-0.35921581959326115,-446.87200927734375,250-500 m
-159.98033527277187,-0.35921583900437704,-453.1809997558594,250-500 m
-159.98015556079372,-0.35921585841193615,-457.4150085449219,250-500 m
-159.97997584880588,-0.35921587781593867,-462.6570129394531,250-500 m
-159.97979613680832,-0.3592158972163844,-471.91900634765625,250-500 m
-159.97961642480104,-0.3592159166132735,-476.5060119628906,250-500 m
-159.9794367127841,-0.3592159360066061,-480.989013671875,250-500 m
-159.97925700075743,-0.3592159553963819,-490.84600830078125,250-500 m
-160.009448503614,-0.359393565952759,-498.2040100097656,250-500 m
-160.0092687932287,-0.3593935859465512,-488.8450012207031,250-500 m
-160.00908908283344,-0.35939360593678504,-481.70599365234375,250-500 m
-160.00890937242812,-0.3593936259234606,-474.2659912109375,250-500 m
-160.00872966201285,-0.35939364590657785,-465.7669982910156,250-500 m
-160.00854995158758,-0.3593936658861368,-456.95599365234375,250-500 m
-160.00837024115228,-0.3593936858621374,-448.2959899902344,250-500 m
-160.00819053070703,-0.3593937058345797,-441.1629943847656,250-500 m
-160.0080108202518,-0.3593937258034637,-431.427001953125,250-500 m
-160.00783110978657,-0.3593937457687894,-421.4729919433594,250-500 m
-160.00765139931133,-0.35939376573055676,-411.3680114746094,250-500 m
-160.00747168882614,-0.3593937856887658,-395.40899658203125,250-500 m
-160.00729197833095,-0.3593938056434166,-376.510986328125,250-500 m
-160.00711226782582,-0.35939382559450905,-359.281005859375,250-500 m
-160.00693255731068,-0.3593938455420431,-346.7179870605469,250-500 m
-160.0067528467856,-0.359393865486019,-336.81500244140625,250-500 m
-160.0065731362505,-0.3593938854264364,-324.4540100097656,250-500 m
-160.00639342570545,-0.3593939053632955,-315.8450012207031,250-500 m
-160.00621371515044,-0.35939392529659636,-311.4599914550781,250-500 m
-160.00603400458544,-0.35939394522633894,-303.96600341796875,250-500 m
-160.0058542940105,-0.3593939651525231,-296.0419921875,250-500 m
-160.0056745834256,-0.359393985075149,-286.7120056152344,250-500 m
-160.00549487283072,-0.3593940049942165,-279.2439880371094,250-500 m
-160.00531516222588,-0.3593940249097258,-269.37298583984375,250-500 m
-160.0051354516111,-0.3593940448216767,-259.76800537109375,250-500 m
-160.00495574098633,-0.35939406473006924,-247.34100341796875,0-249.99 m
-160.00477603035165,-0.35939408463490347,-235.2429962158203,0-249.99 m
-160.004596319707,-0.35939410453617937,-229.21499633789063,0-249.99 m
-160.00441660905238,-0.35939412443389696,-223.7050018310547,0-249.99 m
-160.00423689838783,-0.35939414432805616,-218.81100463867188,0-249.99 m
-160.00405718771333,-0.35939416421865716,-213.5240020751953,0-249.99 m
-160.00387747702885,-0.35939418410569973,-208.05799865722656,0-249.99 m
-160.00369776633448,-0.3593942039891839,-201.89500427246094,0-249.99 m
-160.00351805563017,-0.3593942238691099,-196.4510040283203,0-249.99 m
-160.00333834491587,-0.3593942437454774,-190.60400390625,0-249.99 m
-160.00315863419166,-0.3593942636182867,-185.23399353027344,0-249.99 m
-160.0029789234575,-0.3593942834875376,-179.61500549316406,0-249.99 m
-160.0027992127134,-0.35939430335323014,-173.7689971923828,0-249.99 m
-160.00261950195937,-0.3593943232153643,-166.70399475097656,0-249.99 m
-160.00243979119543,-0.35939434307394025,-161.1699981689453,0-249.99 m
-160.00226008042154,-0.35939436292895777,-155.6750030517578,0-249.99 m
-160.00208036963772,-0.3593943827804169,-148.76699829101563,0-249.99 m
-160.00190065884402,-0.3593944026283178,-143.23599243164063,0-249.99 m
-160.00172094804034,-0.35939442247266035,-142.4739990234375,0-249.99 m
-160.00154123722677,-0.3593944423134444,-141.4739990234375,0-249.99 m
-160.00136152640326,-0.3593944621506703,-136.99000549316406,0-249.99 m
-160.00118181556982,-0.35939448198433777,-134.0500030517578,0-249.99 m
-160.0010021047265,-0.3593945018144469,-130.03199768066406,0-249.99 m
-160.00082239387325,-0.35939452164099767,-126.4739990234375,0-249.99 m
-160.00064268301006,-0.35939454146399,-125.36199951171875,0-249.99 m
-160.000462972137,-0.3593945612834242,-124.4469985961914,0-249.99 m
-160.000283261254,-0.35939458109929984,-123.41500091552734,0-249.99 m
-160.0001035503611,-0.3593946009116173,-123.4000015258789,0-249.99 m
-159.99992383945826,-0.35939462072037626,-122.86399841308594,0-249.99 m
-159.9997441285456,-0.3593946405255769,-123.21299743652344,0-249.99 m
-159.99956441762296,-0.3593946603272192,-124.58000183105469,0-249.99 m
-159.99938470669045,-0.35939468012530307,-123.33599853515625,0-249.99 m
-159.99920499574802,-0.3593946999198286,-120.65599822998047,0-249.99 m
-159.9990252847957,-0.35939471971079595,-120.61000061035156,0-249.99 m
-159.9988455738335,-0.3593947394982047,-121.16600036621094,0-249.99 m
-159.9986658628614,-0.3593947592820552,-121.8550033569336,0-249.99 m
-159.99848615187938,-0.35939477906234735,-123.99099731445313,0-249.99 m
-159.99830644088752,-0.3593947988390811,-124.60099792480469,0-249.99 m
-159.99812672988574,-0.35939481861225653,-125.93599700927734,0-249.99 m
-159.99794701887407,-0.3593948383818735,-127.58000183105469,0-249.99 m
-159.9977673078525,-0.35939485814793215,-128.35899353027344,0-249.99 m
-159.9975875968211,-0.3593948779104325,-133.08299255371094,0-249.99 m
-159.99740788577978,-0.35939489766937444,-136.47999572753906,0-249.99 m
-159.99722817472858,-0.35939491742475793,-139.31399536132813,0-249.99 m
-159.9970484636675,-0.35939493717658316,-144.70799255371094,0-249.99 m
-159.99686875259655,-0.35939495692485,-148.34300231933594,0-249.99 m
-159.99668904151574,-0.35939497666955844,-150.7989959716797,0-249.99 m
-159.99650933042503,-0.35939499641070854,-154.3350067138672,0-249.99 m
-159.99632961932446,-0.35939501614830016,-158.531005859375,0-249.99 m
-159.99614990821405,-0.3593950358823335,-160.81900024414063,0-249.99 m
-159.99597019709373,-0.3593950556128085,-162.23599243164063,0-249.99 m
-159.99579048596357,-0.35939507533972503,-163.5,0-249.99 m
-159.99561077482352,-0.35939509506308326,-165.26800537109375,0-249.99 m
-159.99543106367364,-0.3593951147828831,-166.83200073242188,0-249.99 m
-159.99525135251386,-0.3593951344991245,-168.97300720214844,0-249.99 m
-159.99507164134428,-0.3593951542118075,-171.92599487304688,0-249.99 m
-159.99489193016478,-0.35939517392093223,-174.26699829101563,0-249.99 m
-159.99471221897548,-0.3593951936264985,-176.46099853515625,0-249.99 m
-159.99453250777628,-0.35939521332850644,-179.25599670410156,0-249.99 m
-159.99435279656726,-0.35939523302695603,-182.60699462890625,0-249.99 m
-159.99417308534836,-0.3593952527218471,-185.54299926757813,0-249.99 m
-159.99399337411964,-0.3593952724131798,-188.2570037841797,0-249.99 m
-159.99381366288105,-0.35939529210095417,-191.68299865722656,0-249.99 m
-159.99363395163263,-0.35939531178517015,-194.24099731445313,0-249.99 m
-159.99345424037438,-0.35939533146582775,-196.58599853515625,0-249.99 m
-159.9932745291063,-0.3593953511429269,-199.6439971923828,0-249.99 m
-159.99309481782834,-0.3593953708164677,-202.21299743652344,0-249.99 m
-159.99291510654055,-0.35939539048645003,-204.07000732421875,0-249.99 m
-159.99273539524296,-0.35939541015287413,-205.71099853515625,0-249.99 m
-159.99255568393548,-0.3593954298157398,-207.8489990234375,0-249.99 m
-159.9923759726182,-0.35939544947504704,-210.9980010986328,0-249.99 m
-159.9921962612911,-0.3593954691307958,-214.11000061035156,0-249.99 m
-159.99201654995417,-0.3593954887829862,-216.3070068359375,0-249.99 m
-159.99183683860738,-0.3593955084316183,-219.08299255371094,0-249.99 m
-159.9916571272508,-0.3593955280766919,-222.32400512695313,0-249.99 m
-159.99147741588442,-0.35939554771820714,-225.16799926757813,0-249.99 m
-159.99129770450816,-0.35939556735616396,-228.6929931640625,0-249.99 m
-159.99111799312212,-0.3593955869905624,-233.03900146484375,0-249.99 m
-159.99093828172622,-0.35939560662140235,-237.36500549316406,0-249.99 m
-159.99075857032054,-0.3593956262486841,-241.9530029296875,0-249.99 m
-159.99057885890505,-0.35939564587240724,-246.85000610351563,0-249.99 m
-159.99039914747974,-0.359395665492572,-251.78700256347656,250-500 m
-159.9902194360446,-0.3593956851091784,-256.50299072265625,250-500 m
-159.99003972459965,-0.35939570472222643,-261.239013671875,250-500 m
-159.98986001314492,-0.359395724331716,-265.489990234375,250-500 m
-159.98968030168038,-0.3593957439376472,-270.9339904785156,250-500 m
-159.98950059020603,-0.3593957635400199,-276.8800048828125,250-500 m
-159.98932087872188,-0.35939578313883425,-281.5639953613281,250-500 m
-159.98914116722793,-0.35939580273409016,-284.4049987792969,250-500 m
-159.9889614557242,-0.3593958223257877,-285.93798828125,250-500 m
-159.98878174421063,-0.3593958419139268,-287.3800048828125,250-500 m
-159.98860203268728,-0.35939586149850744,-289.9670104980469,250-500 m
-159.98842232115416,-0.3593958810795297,-292.3760070800781,250-500 m
-159.98824260961123,-0.35939590065699356,-296.79998779296875,250-500 m
-159.98806289805853,-0.35939592023089906,-301.9880065917969,250-500 m
-159.98788318649602,-0.359395939801246,-307.94000244140625,250-500 m
-159.98770347492373,-0.35939595936803465,-314.3080139160156,250-500 m
-159.98752376334167,-0.35939597893126485,-317.4930114746094,250-500 m
-159.98734405174983,-0.3593959984909365,-319.9010009765625,250-500 m
-159.98716434014818,-0.35939601804704985,-323.739013671875,250-500 m
-159.98698462853676,-0.3593960375996048,-327.7869873046875,250-500 m
-159.9868049169156,-0.35939605714860123,-331.0159912109375,250-500 m
-159.9866252052846,-0.3593960766940393,-330.53399658203125,250-500 m
-159.98644549364388,-0.35939609623591895,-331.3059997558594,250-500 m
-159.98626578199338,-0.3593961157742401,-334.3330078125,250-500 m
-159.9860860703331,-0.35939613530900294,-336.8219909667969,250-500 m
-159.98590635866304,-0.35939615484020726,-337.18798828125,250-500 m
-159.98572664698324,-0.35939617436785315,-339.42999267578125,250-500 m
-159.98554693529368,-0.3593961938919406,-342.47198486328125,250-500 m
-159.98536722359435,-0.35939621341246963,-345.73199462890625,250-500 m
-159.98518751188524,-0.35939623292944023,-349.5409851074219,250-500 m
-159.9850078001664,-0.3593962524428524,-351.40301513671875,250-500 m
-159.98482808843778,-0.35939627195270607,-353.2049865722656,250-500 m
-159.98464837669937,-0.3593962914590015,-354.4949951171875,250-500 m
-159.98446866495127,-0.3593963109617383,-354.2080078125,250-500 m
-159.98428895319338,-0.3593963304609166,-357.8789978027344,250-500 m
-159.98410924142576,-0.3593963499565367,-361.1619873046875,250-500 m
-159.9839295296484,-0.3593963694485982,-363.14300537109375,250-500 m
-159.98374981786128,-0.35939638893710124,-369.65899658203125,250-500 m
-159.9835701060644,-0.359396408422046,-372.0190124511719,250-500 m
-159.9833903942578,-0.3593964279034322,-370.2569885253906,250-500 m
-159.98321068244147,-0.35939644738125986,-375.03900146484375,250-500 m
-159.98303097061537,-0.3593964668555293,-380.9010009765625,250-500 m
-159.98285125877953,-0.3593964863262401,-384.9909973144531,250-500 m
-159.98267154693397,-0.3593965057933925,-389.5769958496094,250-500 m
-159.9824918350787,-0.3593965252569865,-395.0690002441406,250-500 m
-159.98231212321366,-0.35939654471702204,-399.8819885253906,250-500 m
-159.98213241133888,-0.35939656417349913,-403.7720031738281,250-500 m
-159.9819526994544,-0.3593965836264177,-407.14300537109375,250-500 m
-159.98177298756016,-0.3593966030757779,-411.9670104980469,250-500 m
-159.98159327565625,-0.3593966225215796,-414.3070068359375,250-500 m
-159.9814135637426,-0.35939664196382287,-413.6289978027344,250-500 m
-159.98123385181918,-0.35939666140250764,-413.6929931640625,250-500 m
-159.9810541398861,-0.35939668083763393,-414.4630126953125,250-500 m
-159.98087442794326,-0.35939670026920184,-419.2860107421875,250-500 m
-159.98069471599075,-0.3593967196972113,-426.9410095214844,250-500 m
-159.9805150040285,-0.3593967391216623,-434.7569885253906,250-500 m
-159.9803352920565,-0.3593967585425548,-441.510986328125,250-500 m
-159.98015558007484,-0.35939677795988884,-446.4219970703125,250-500 m
-159.97997586808344,-0.3593967973736644,-451.5469970703125,250-500 m
-159.97979615608236,-0.3593968167838816,-458.3949890136719,250-500 m
-159.97961644407155,-0.35939683619054025,-464.9939880371094,250-500 m
-159.97943673205106,-0.35939685559364054,-472.24200439453125,250-500 m
-159.97925702002084,-0.3593968749931821,-480.12298583984375,250-500 m
-159.97907730798093,-0.35939689438916544,-489.5480041503906,250-500 m
-159.97889759593133,-0.35939691378159017,-496.26300048828125,250-500 m
-160.00962823385998,-0.3595744638762634,-497.47698974609375,250-500 m
-160.00944852348113,-0.35957448388368074,-488.40899658203125,250-500 m
-160.0092688130923,-0.3595745038875381,-480.7879943847656,250-500 m
-160.00908910269345,-0.3595745238878351,-474.53900146484375,250-500 m
-160.00890939228464,-0.3595745438845722,-467.4100036621094,250-500 m
-160.0087296818658,-0.3595745638777491,-459.25201416015625,250-500 m
-160.008549971437,-0.35957458386736596,-450.7869873046875,250-500 m
-160.0083702609982,-0.3595746038534227,-440.5610046386719,250-500 m
-160.0081905505494,-0.3595746238359193,-431.9049987792969,250-500 m
-160.0080108400906,-0.35957464381485593,-423.6659851074219,250-500 m
-160.00783112962185,-0.3595746637902324,-412.72601318359375,250-500 m
-160.0076514191431,-0.3595746837620487,-400.9649963378906,250-500 m
-160.00747170865438,-0.359574703730305,-387.0060119628906,250-500 m
-160.00729199815567,-0.359574723695001,-370.4010009765625,250-500 m
-160.00711228764695,-0.3595747436561371,-352.79901123046875,250-500 m
-160.00693257712828,-0.359574763613713,-339.3789978027344,250-500 m
-160.00675286659967,-0.3595747835677288,-328.5409851074219,250-500 m
-160.00657315606105,-0.3595748035181845,-315.40301513671875,250-500 m
-160.00639344551246,-0.3595748234650801,-306.760009765625,250-500 m
-160.00621373495392,-0.3595748434084156,-301.0350036621094,250-500 m
-160.0060340243854,-0.3595748633481909,-293.4129943847656,250-500 m
-160.0058543138069,-0.35957488328440607,-287.7860107421875,250-500 m
-160.00567460321847,-0.3595749032170613,-279.760986328125,250-500 m
-160.00549489262005,-0.35957492314615624,-270.21099853515625,250-500 m
-160.00531518201169,-0.35957494307169113,-259.00799560546875,250-500 m
-160.00513547139337,-0.359574962993666,-248.927001953125,0-249.99 m
-160.00495576076506,-0.3595749829120807,-238.4969940185547,0-249.99 m
-160.00477605012685,-0.35957500282693516,-229.18299865722656,0-249.99 m
-160.00459633947864,-0.3595750227382296,-223.3719940185547,0-249.99 m
-160.0044166288205,-0.35957504264596385,-218.71400451660156,0-249.99 m
-160.0042369181524,-0.35957506255013816,-214.0330047607422,0-249.99 m
-160.00405720747435,-0.35957508245075215,-208.2729949951172,0-249.99 m
-160.0038774967864,-0.35957510234780604,-201.5260009765625,0-249.99 m
-160.00369778608845,-0.35957512224129984,-193.89300537109375,0-249.99 m
-160.00351807538058,-0.3595751421312336,-186.50999450683594,0-249.99 m
-160.00333836466277,-0.3595751620176071,-180.0800018310547,0-249.99 m
-160.003158653935,-0.35957518190042054,-173.0780029296875,0-249.99 m
-160.00297894319732,-0.3595752017796738,-166.35899353027344,0-249.99 m
-160.00279923244972,-0.359575221655367,-160.81500244140625,0-249.99 m
-160.00261952169217,-0.3595752415275001,-154.01400756835938,0-249.99 m
-160.00243981092464,-0.35957526139607293,-148.52499389648438,0-249.99 m
-160.00226010014725,-0.3595752812610856,-144.41400146484375,0-249.99 m
-160.0020803893599,-0.3595753011225384,-138.51199340820313,0-249.99 m
-160.0019006785626,-0.3595753209804307,-132.83200073242188,0-249.99 m
-160.00172096775543,-0.35957534083476317,-129.9080047607422,0-249.99 m
-160.0015412569383,-0.35957536068553547,-126.96900177001953,0-249.99 m
-160.00136154611127,-0.35957538053274746,-123.7979965209961,0-249.99 m
-160.0011818352743,-0.3595754003763994,-122.29900360107422,0-249.99 m
-160.00100212442743,-0.35957542021649114,-119.79399871826172,0-249.99 m
-160.00082241357063,-0.3595754400530228,-117.9000015258789,0-249.99 m
-160.00064270270394,-0.3595754598859944,-117.63999938964844,0-249.99 m
-160.0004629918273,-0.3595754797154057,-117.66400146484375,0-249.99 m
-160.00028328094078,-0.35957549954125695,-117.38200378417969,0-249.99 m
-160.00010357004436,-0.35957551936354804,-116.34700012207031,0-249.99 m
-159.99992385913802,-0.35957553918227897,-115.91100311279297,0-249.99 m
-159.99974414822177,-0.3595755589974497,-115.9209976196289,0-249.99 m
-159.99956443729562,-0.3595755788090604,-115.68000030517578,0-249.99 m
-159.99938472635955,-0.35957559861711097,-115.3280029296875,0-249.99 m
-159.99920501541362,-0.3595756184216012,-115.09700012207031,0-249.99 m
-159.99902530445777,-0.35957563822253147,-115.10800170898438,0-249.99 m
-159.99884559349204,-0.35957565801990155,-115.66000366210938,0-249.99 m
-159.99866588251638,-0.3595756778137114,-116.58200073242188,0-249.99 m
-159.99848617153083,-0.35957569760396113,-117.16000366210938,0-249.99 m
-159.99830646053542,-0.3595757173906507,-117.43499755859375,0-249.99 m
-159.99812674953012,-0.3595757371737801,-118.49700164794922,0-249.99 m
-159.99794703851492,-0.3595757569533494,-119.17400360107422,0-249.99 m
-159.99776732748984,-0.35957577672935853,-119.83100128173828,0-249.99 m
-159.99758761645487,-0.35957579650180743,-123.3499984741211,0-249.99 m
-159.99740790541,-0.3595758162706963,-126.11299896240234,0-249.99 m
-159.99722819435527,-0.35957583603602483,-126.97100067138672,0-249.99 m
-159.99704848329065,-0.3595758557977933,-129.91099548339844,0-249.99 m
-159.99686877221617,-0.3595758755560016,-133.38400268554688,0-249.99 m
-159.99668906113183,-0.3595758953106498,-136.87399291992188,0-249.99 m
-159.99650935003757,-0.3595759150617378,-141.21499633789063,0-249.99 m
-159.9963296389335,-0.3595759348092656,-144.1750030517578,0-249.99 m
-159.99614992781952,-0.35957595455323327,-146.23800659179688,0-249.99 m
-159.9959702166957,-0.3595759742936407,-147.82000732421875,0-249.99 m
-159.99579050556198,-0.35957599403048796,-149.6580047607422,0-249.99 m
-159.9956107944184,-0.3595760137637752,-152.01100158691406,0-249.99 m
-159.99543108326498,-0.35957603349350215,-154.1540069580078,0-249.99 m
-159.99525137210168,-0.3595760532196689,-157.29400634765625,0-249.99 m
-159.99507166092852,-0.3595760729422755,-160.9709930419922,0-249.99 m
-159.99489194974552,-0.35957609266132207,-163.91000366210938,0-249.99 m
-159.99471223855267,-0.3595761123768082,-166.4429931640625,0-249.99 m
-159.99453252734995,-0.35957613208873435,-169.1439971923828,0-249.99 m
-159.9943528161374,-0.3595761517971003,-172.00799560546875,0-249.99 m
-159.99417310491495,-0.359576171501906,-174.67599487304688,0-249.99 m
-159.9939933936827,-0.3595761912031516,-177.64599609375,0-249.99 m
-159.9938136824406,-0.3595762109008371,-180.31399536132813,0-249.99 m
-159.99363397118864,-0.3595762305949623,-182.41400146484375,0-249.99 m
-159.99345425992684,-0.3595762502855272,-184.82899475097656,0-249.99 m
-159.9932745486552,-0.359576269972532,-188.56900024414063,0-249.99 m
-159.99309483737372,-0.3595762896559767,-191.82899475097656,0-249.99 m
-159.9929151260824,-0.3595763093358612,-193.9550018310547,0-249.99 m
-159.99273541478124,-0.3595763290121856,-195.76800537109375,0-249.99 m
-159.9925557034703,-0.3595763486849497,-198.2969970703125,0-249.99 m
-159.99237599214945,-0.3595763683541536,-201.61300659179688,0-249.99 m
-159.9921962808188,-0.3595763880197972,-204.55799865722656,0-249.99 m
-159.99201656947832,-0.3595764076818808,-206.8459930419922,0-249.99 m
-159.99183685812804,-0.3595764273404042,-209.09100341796875,0-249.99 m
-159.9916571467679,-0.3595764469953674,-212.10800170898438,0-249.99 m
-159.99147743539794,-0.3595764666467704,-215.95799255371094,0-249.99 m
-159.99129772401818,-0.3595764862946131,-220.1510009765625,0-249.99 m
-159.9911180126286,-0.3595765059388957,-224.39999389648438,0-249.99 m
-159.9909383012292,-0.35957652557961806,-228.16099548339844,0-249.99 m
-159.99075858981996,-0.3595765452167803,-231.62600708007813,0-249.99 m
-159.99057887840092,-0.35957656485038225,-236.71200561523438,0-249.99 m
-159.99039916697208,-0.359576584480424,-241.6219940185547,0-249.99 m
-159.9902194555334,-0.3595766041069057,-246.09100341796875,0-249.99 m
-159.99003974408495,-0.3595766237298271,-250.39700317382813,250-500 m
-159.98986003262667,-0.35957664334918826,-254.49899291992188,250-500 m
-159.98968032115857,-0.3595766629649893,-259.08599853515625,250-500 m
-159.9895006096807,-0.3595766825772301,-264.12799072265625,250-500 m
-159.98932089819303,-0.3595767021859107,-268.92401123046875,250-500 m
-159.98914118669552,-0.3595767217910311,-271.7380065917969,250-500 m
-159.98896147518823,-0.3595767413925912,-273.6510009765625,250-500 m
-159.98878176367117,-0.35957676099059116,-275.1130065917969,250-500 m
-159.9886020521443,-0.35957678058503095,-277.5450134277344,250-500 m
-159.98842234060763,-0.3595768001759106,-282.0220031738281,250-500 m
-159.98824262906118,-0.3595768197632299,-285.9119873046875,250-500 m
-159.98806291750492,-0.35957683934698903,-289.7619934082031,250-500 m
-159.98788320593889,-0.35957685892718805,-294.6919860839844,250-500 m
-159.98770349436305,-0.35957687850382664,-298.625,250-500 m
-159.98752378277746,-0.35957689807690524,-302.4830017089844,250-500 m
-159.98734407118206,-0.35957691764642347,-306.010009765625,250-500 m
-159.9871643595769,-0.3595769372123816,-308.67999267578125,250-500 m
-159.98698464796195,-0.3595769567747794,-312.0480041503906,250-500 m
-159.98680493633722,-0.35957697633361707,-315.7850036621094,250-500 m
-159.98662522470272,-0.3595769958888945,-316.52398681640625,250-500 m
-159.98644551305844,-0.3595770154406117,-316.15399169921875,250-500 m
-159.98626580140441,-0.3595770349887688,-317.6619873046875,250-500 m
-159.98608608974058,-0.35957705453336547,-320.9209899902344,250-500 m
-159.985906378067,-0.35957707407440204,-321.12799072265625,250-500 m
-159.98572666638367,-0.35957709361187834,-323.9010009765625,250-500 m
-159.98554695469056,-0.3595771131457944,-326.9110107421875,250-500 m
-159.98536724298768,-0.3595771326761503,-329.2430114746094,250-500 m
-159.98518753127505,-0.35957715220294595,-333.8160095214844,250-500 m
-159.98500781955266,-0.3595771717261813,-335.8760070800781,250-500 m
-159.9848281078205,-0.3595771912458565,-338.1210021972656,250-500 m
-159.9846483960786,-0.35957721076197163,-339.6189880371094,250-500 m
-159.98446868432694,-0.35957723027452626,-340.9570007324219,250-500 m
-159.98428897256554,-0.3595772497835208,-343.5270080566406,250-500 m
-159.98410926079438,-0.35957726928895506,-345.0270080566406,250-500 m
-159.98392954901348,-0.3595772887908291,-349.14599609375,250-500 m
-159.9837498372228,-0.3595773082891429,-354.4159851074219,250-500 m
-159.9835701254224,-0.3595773277838965,-355.5570068359375,250-500 m
-159.98339041361226,-0.35957734727508983,-355.4549865722656,250-500 m
-159.98321070179236,-0.3595773667627229,-360.2760009765625,250-500 m
-159.98303098996274,-0.3595773862467958,-362.7720031738281,250-500 m
-159.9828512781234,-0.35957740572730834,-365.7340087890625,250-500 m
-159.9826715662743,-0.35957742520426084,-369.70001220703125,250-500 m
-159.98249185441546,-0.35957744467765296,-376.010009765625,250-500 m
-159.9823121425469,-0.3595774641474848,-382.6610107421875,250-500 m
-159.9821324306686,-0.3595774836137566,-388.9729919433594,250-500 m
-159.98195271878058,-0.359577503076468,-391.35699462890625,250-500 m
-159.98177300688283,-0.3595775225356191,-393.6400146484375,250-500 m
-159.98159329497534,-0.35957754199121006,-400.4880065917969,250-500 m
-159.98141358305816,-0.35957756144324077,-405.3500061035156,250-500 m
-159.98123387113122,-0.35957758089171127,-406.8869934082031,250-500 m
-159.9810541591946,-0.3595776003366214,-407.59698486328125,250-500 m
-159.98087444724825,-0.3595776197779713,-410,250-500 m
-159.98069473529216,-0.359577639215761,-415.32000732421875,250-500 m
-159.98051502332638,-0.3595776586499905,-421.8349914550781,250-500 m
-159.98033531135087,-0.3595776780806597,-428.3500061035156,250-500 m
-159.98015559936565,-0.3595776975077686,-433.375,250-500 m
-159.97997588737073,-0.3595777169313173,-438.8970031738281,250-500 m
-159.9797961753661,-0.35957773635130574,-447.54998779296875,250-500 m
-159.97961646335176,-0.359577755767734,-455.8659973144531,250-500 m
-159.97943675132774,-0.3595777751806018,-461.61700439453125,250-500 m
-159.97925703929397,-0.3595777945899095,-468.1090087890625,250-500 m
-159.97907732725054,-0.3595778139956569,-476.5060119628906,250-500 m
-159.9788976151974,-0.35957783339784405,-482.1860046386719,250-500 m
-159.97871790313457,-0.359577852796471,-490.55499267578125,250-500 m
-159.97853819106206,-0.3595778721915376,-494.6390075683594,250-500 m
-159.97835847897983,-0.35957789158304393,-495.0610046386719,250-500 m
-160.0096282537406,-0.3597553817970452,-489.7850036621094,250-500 m
-160.00944854335822,-0.3597554018145293,-482.9519958496094,250-500 m
-160.0092688329659,-0.35975542182845166,-477.0060119628906,250-500 m
