x,y,elevation
-176.47852241677052,0.21472863167136663,250-500 m
-176.47816184097388,0.21472863167136663,250-500 m
-176.47780126517725,0.21472863167136663,250-500 m
-176.47563781039753,0.21472863167136663,250-500 m
-176.48465220531307,0.21436805587474458,250-500 m
-176.48429162951646,0.21436805587474458,250-500 m
-176.48393105371983,0.21436805587474458,250-500 m
-176.48357047792322,0.21436805587474458,250-500 m
-176.4832099021266,0.21436805587474458,250-500 m
-176.48284932632995,0.21436805587474458,250-500 m
-176.48248875053335,0.21436805587474458,250-500 m
-176.48212817473672,0.21436805587474458,250-500 m
-176.4817675989401,0.21436805587474458,250-500 m
-176.48140702314348,0.21436805587474458,250-500 m
-176.48104644734687,0.21436805587474458,250-500 m
-176.48068587155024,0.21436805587474458,250-500 m
-176.4803252957536,0.21436805587474458,250-500 m
-176.479964719957,0.21436805587474458,250-500 m
-176.47960414416036,0.21436805587474458,250-500 m
-176.47924356836376,0.21436805587474458,250-500 m
-176.47888299256712,0.21436805587474458,250-500 m
-176.47852241677052,0.21436805587474458,250-500 m
-176.47816184097388,0.21436805587474458,250-500 m
-176.47780126517725,0.21436805587474458,250-500 m
-176.47744068938064,0.21436805587474458,250-500 m
-176.477080113584,0.21436805587474458,250-500 m
-176.4767195377874,0.21436805587474458,250-500 m
-176.47635896199077,0.21436805587474458,250-500 m
-176.47599838619416,0.21436805587474458,250-500 m
-176.47563781039753,0.21436805587474458,250-500 m
-176.4752772346009,0.21436805587474458,250-500 m
-176.4749166588043,0.21436805587474458,250-500 m
-176.47455608300766,0.21436805587474458,250-500 m
-176.48465220531307,0.21400748007812254,250-500 m
-176.48429162951646,0.21400748007812254,250-500 m
-176.48393105371983,0.21400748007812254,250-500 m
-176.48357047792322,0.21400748007812254,250-500 m
-176.4832099021266,0.21400748007812254,250-500 m
-176.48284932632995,0.21400748007812254,250-500 m
-176.48248875053335,0.21400748007812254,250-500 m
-176.48212817473672,0.21400748007812254,250-500 m
-176.4817675989401,0.21400748007812254,250-500 m
-176.48140702314348,0.21400748007812254,250-500 m
-176.48104644734687,0.21400748007812254,250-500 m
-176.48068587155024,0.21400748007812254,250-500 m
-176.4803252957536,0.21400748007812254,250-500 m
-176.479964719957,0.21400748007812254,250-500 m
-176.47960414416036,0.21400748007812254,250-500 m
-176.47924356836376,0.21400748007812254,250-500 m
-176.47888299256712,0.21400748007812254,250-500 m
-176.47852241677052,0.21400748007812254,250-500 m
-176.47816184097388,0.21400748007812254,250-500 m
-176.47780126517725,0.21400748007812254,250-500 m
-176.47744068938064,0.21400748007812254,250-500 m
-176.477080113584,0.21400748007812254,250-500 m
-176.4767195377874,0.21400748007812254,250-500 m
-176.47635896199077,0.21400748007812254,250-500 m
-176.47599838619416,0.21400748007812254,250-500 m
-176.47563781039753,0.21400748007812254,250-500 m
-176.4752772346009,0.21400748007812254,250-500 m
-176.4749166588043,0.21400748007812254,250-500 m
-176.47455608300766,0.21400748007812254,250-500 m
-176.47419550721105,0.21400748007812254,250-500 m
-176.47383493141442,0.21400748007812254,250-500 m
-176.47311377982118,0.21400748007812254,250-500 m
-176.47275320402454,0.21400748007812254,250-500 m
-176.47239262822794,0.21400748007812254,250-500 m
-176.4720320524313,0.21400748007812254,250-500 m
-176.4716714766347,0.21400748007812254,250-500 m
-176.48465220531307,0.21364690428150052,250-500 m
-176.48429162951646,0.21364690428150052,250-500 m
-176.48393105371983,0.21364690428150052,250-500 m
-176.48357047792322,0.21364690428150052,250-500 m
-176.4832099021266,0.21364690428150052,250-500 m
-176.48284932632995,0.21364690428150052,250-500 m
-176.48248875053335,0.21364690428150052,250-500 m
-176.48212817473672,0.21364690428150052,250-500 m
-176.4817675989401,0.21364690428150052,250-500 m
-176.48140702314348,0.21364690428150052,250-500 m
-176.48104644734687,0.21364690428150052,250-500 m
-176.48068587155024,0.21364690428150052,250-500 m
-176.4803252957536,0.21364690428150052,250-500 m
-176.479964719957,0.21364690428150052,250-500 m
-176.47960414416036,0.21364690428150052,250-500 m
-176.47924356836376,0.21364690428150052,250-500 m
-176.47888299256712,0.21364690428150052,250-500 m
-176.47852241677052,0.21364690428150052,250-500 m
-176.47816184097388,0.21364690428150052,250-500 m
-176.47780126517725,0.21364690428150052,250-500 m
-176.47744068938064,0.21364690428150052,250-500 m
-176.477080113584,0.21364690428150052,250-500 m
-176.4767195377874,0.21364690428150052,250-500 m
-176.47635896199077,0.21364690428150052,250-500 m
-176.47599838619416,0.21364690428150052,250-500 m
-176.47563781039753,0.21364690428150052,250-500 m
-176.4752772346009,0.21364690428150052,250-500 m
-176.4749166588043,0.21364690428150052,250-500 m
-176.47455608300766,0.21364690428150052,250-500 m
-176.47419550721105,0.21364690428150052,250-500 m
-176.47383493141442,0.21364690428150052,250-500 m
-176.47347435561778,0.21364690428150052,250-500 m
-176.47311377982118,0.21364690428150052,250-500 m
-176.47275320402454,0.21364690428150052,250-500 m
-176.47239262822794,0.21364690428150052,250-500 m
-176.4720320524313,0.21364690428150052,250-500 m
-176.4716714766347,0.21364690428150052,250-500 m
-176.47131090083806,0.21364690428150052,250-500 m
-176.47095032504143,0.21364690428150052,250-500 m
-176.48465220531307,0.2132863284848785,250-500 m
-176.48429162951646,0.2132863284848785,250-500 m
-176.48393105371983,0.2132863284848785,250-500 m
-176.48357047792322,0.2132863284848785,250-500 m
-176.4832099021266,0.2132863284848785,250-500 m
-176.48284932632995,0.2132863284848785,250-500 m
-176.48248875053335,0.2132863284848785,250-500 m
-176.48212817473672,0.2132863284848785,250-500 m
-176.4817675989401,0.2132863284848785,250-500 m
-176.48140702314348,0.2132863284848785,250-500 m
-176.48104644734687,0.2132863284848785,250-500 m
-176.48068587155024,0.2132863284848785,250-500 m
-176.4803252957536,0.2132863284848785,250-500 m
-176.479964719957,0.2132863284848785,250-500 m
-176.47960414416036,0.2132863284848785,250-500 m
-176.47924356836376,0.2132863284848785,250-500 m
-176.47888299256712,0.2132863284848785,250-500 m
-176.47852241677052,0.2132863284848785,250-500 m
-176.47816184097388,0.2132863284848785,250-500 m
-176.47780126517725,0.2132863284848785,250-500 m
-176.47744068938064,0.2132863284848785,250-500 m
-176.477080113584,0.2132863284848785,250-500 m
-176.4767195377874,0.2132863284848785,250-500 m
-176.47635896199077,0.2132863284848785,250-500 m
-176.47599838619416,0.2132863284848785,250-500 m
-176.47563781039753,0.2132863284848785,250-500 m
-176.4752772346009,0.2132863284848785,250-500 m
-176.4749166588043,0.2132863284848785,250-500 m
-176.47455608300766,0.2132863284848785,250-500 m
-176.47419550721105,0.2132863284848785,250-500 m
-176.47383493141442,0.2132863284848785,250-500 m
-176.47347435561778,0.2132863284848785,250-500 m
-176.47311377982118,0.2132863284848785,250-500 m
-176.47275320402454,0.2132863284848785,250-500 m
-176.47239262822794,0.2132863284848785,250-500 m
-176.4720320524313,0.2132863284848785,250-500 m
-176.4716714766347,0.2132863284848785,250-500 m
-176.47131090083806,0.2132863284848785,250-500 m
-176.47095032504143,0.2132863284848785,250-500 m
-176.47058974924482,0.2132863284848785,250-500 m
-176.4702291734482,0.2132863284848785,250-500 m
-176.48465220531307,0.21292575268825648,250-500 m
-176.48429162951646,0.21292575268825648,250-500 m
-176.48393105371983,0.21292575268825648,250-500 m
-176.48357047792322,0.21292575268825648,250-500 m
-176.4832099021266,0.21292575268825648,250-500 m
-176.48284932632995,0.21292575268825648,250-500 m
-176.48248875053335,0.21292575268825648,250-500 m
-176.48212817473672,0.21292575268825648,250-500 m
-176.4817675989401,0.21292575268825648,250-500 m
-176.48140702314348,0.21292575268825648,250-500 m
-176.48104644734687,0.21292575268825648,250-500 m
-176.48068587155024,0.21292575268825648,250-500 m
-176.4803252957536,0.21292575268825648,250-500 m
-176.479964719957,0.21292575268825648,250-500 m
-176.47960414416036,0.21292575268825648,250-500 m
-176.47924356836376,0.21292575268825648,250-500 m
-176.47888299256712,0.21292575268825648,250-500 m
-176.47852241677052,0.21292575268825648,250-500 m
-176.47816184097388,0.21292575268825648,250-500 m
-176.47780126517725,0.21292575268825648,250-500 m
-176.47744068938064,0.21292575268825648,250-500 m
-176.477080113584,0.21292575268825648,250-500 m
-176.4767195377874,0.21292575268825648,250-500 m
-176.47635896199077,0.21292575268825648,250-500 m
-176.47599838619416,0.21292575268825648,250-500 m
-176.47563781039753,0.21292575268825648,250-500 m
-176.4752772346009,0.21292575268825648,250-500 m
-176.4749166588043,0.21292575268825648,250-500 m
-176.47455608300766,0.21292575268825648,250-500 m
-176.47419550721105,0.21292575268825648,250-500 m
-176.47383493141442,0.21292575268825648,250-500 m
-176.47347435561778,0.21292575268825648,250-500 m
-176.47311377982118,0.21292575268825648,250-500 m
-176.47275320402454,0.21292575268825648,250-500 m
-176.47239262822794,0.21292575268825648,250-500 m
-176.4720320524313,0.21292575268825648,250-500 m
-176.4716714766347,0.21292575268825648,250-500 m
-176.47131090083806,0.21292575268825648,250-500 m
-176.47095032504143,0.21292575268825648,250-500 m
-176.47058974924482,0.21292575268825648,250-500 m
-176.4702291734482,0.21292575268825648,250-500 m
-176.46986859765158,0.21292575268825648,250-500 m
-176.46950802185495,0.21292575268825648,250-500 m
-176.48465220531307,0.21256517689163446,250-500 m
-176.48429162951646,0.21256517689163446,250-500 m
-176.48393105371983,0.21256517689163446,250-500 m
-176.48357047792322,0.21256517689163446,250-500 m
-176.4832099021266,0.21256517689163446,250-500 m
-176.48284932632995,0.21256517689163446,250-500 m
-176.48248875053335,0.21256517689163446,250-500 m
-176.48212817473672,0.21256517689163446,250-500 m
-176.4817675989401,0.21256517689163446,250-500 m
-176.48140702314348,0.21256517689163446,250-500 m
-176.48104644734687,0.21256517689163446,250-500 m
-176.48068587155024,0.21256517689163446,250-500 m
-176.4803252957536,0.21256517689163446,250-500 m
-176.479964719957,0.21256517689163446,250-500 m
-176.47960414416036,0.21256517689163446,250-500 m
-176.47924356836376,0.21256517689163446,250-500 m
-176.47888299256712,0.21256517689163446,250-500 m
-176.47852241677052,0.21256517689163446,250-500 m
-176.47816184097388,0.21256517689163446,250-500 m
-176.47780126517725,0.21256517689163446,250-500 m
-176.47744068938064,0.21256517689163446,0-249.99 m
-176.477080113584,0.21256517689163446,0-249.99 m
-176.4767195377874,0.21256517689163446,0-249.99 m
-176.47635896199077,0.21256517689163446,0-249.99 m
-176.47599838619416,0.21256517689163446,0-249.99 m
-176.47563781039753,0.21256517689163446,250-500 m
-176.4752772346009,0.21256517689163446,250-500 m
-176.4749166588043,0.21256517689163446,250-500 m
-176.47455608300766,0.21256517689163446,250-500 m
-176.47419550721105,0.21256517689163446,250-500 m
-176.47383493141442,0.21256517689163446,250-500 m
-176.47347435561778,0.21256517689163446,250-500 m
-176.47311377982118,0.21256517689163446,250-500 m
-176.47275320402454,0.21256517689163446,250-500 m
-176.47239262822794,0.21256517689163446,250-500 m
-176.4720320524313,0.21256517689163446,250-500 m
-176.4716714766347,0.21256517689163446,250-500 m
-176.47131090083806,0.21256517689163446,250-500 m
-176.47095032504143,0.21256517689163446,250-500 m
-176.47058974924482,0.21256517689163446,250-500 m
-176.4702291734482,0.21256517689163446,250-500 m
-176.46986859765158,0.21256517689163446,250-500 m
-176.46950802185495,0.21256517689163446,250-500 m
-176.46914744605834,0.21256517689163446,250-500 m
-176.4687868702617,0.21256517689163446,250-500 m
-176.48465220531307,0.2122046010950124,250-500 m
-176.48429162951646,0.2122046010950124,250-500 m
-176.48393105371983,0.2122046010950124,250-500 m
-176.48357047792322,0.2122046010950124,250-500 m
-176.4832099021266,0.2122046010950124,250-500 m
-176.48284932632995,0.2122046010950124,250-500 m
-176.48248875053335,0.2122046010950124,250-500 m
-176.48212817473672,0.2122046010950124,250-500 m
-176.4817675989401,0.2122046010950124,250-500 m
-176.48140702314348,0.2122046010950124,250-500 m
-176.48104644734687,0.2122046010950124,250-500 m
-176.48068587155024,0.2122046010950124,250-500 m
-176.4803252957536,0.2122046010950124,250-500 m
-176.479964719957,0.2122046010950124,250-500 m
-176.47960414416036,0.2122046010950124,250-500 m
-176.47924356836376,0.2122046010950124,250-500 m
-176.47888299256712,0.2122046010950124,0-249.99 m
-176.47852241677052,0.2122046010950124,0-249.99 m
-176.47816184097388,0.2122046010950124,0-249.99 m
-176.47780126517725,0.2122046010950124,0-249.99 m
-176.47744068938064,0.2122046010950124,0-249.99 m
-176.477080113584,0.2122046010950124,0-249.99 m
-176.4767195377874,0.2122046010950124,0-249.99 m
-176.47635896199077,0.2122046010950124,0-249.99 m
-176.47599838619416,0.2122046010950124,0-249.99 m
-176.47563781039753,0.2122046010950124,0-249.99 m
-176.4752772346009,0.2122046010950124,0-249.99 m
-176.4749166588043,0.2122046010950124,0-249.99 m
-176.47455608300766,0.2122046010950124,0-249.99 m
-176.47419550721105,0.2122046010950124,0-249.99 m
-176.47383493141442,0.2122046010950124,0-249.99 m
-176.47347435561778,0.2122046010950124,250-500 m
-176.47311377982118,0.2122046010950124,250-500 m
-176.47275320402454,0.2122046010950124,250-500 m
-176.47239262822794,0.2122046010950124,250-500 m
-176.4720320524313,0.2122046010950124,250-500 m
-176.4716714766347,0.2122046010950124,250-500 m
-176.47131090083806,0.2122046010950124,250-500 m
-176.47095032504143,0.2122046010950124,250-500 m
-176.47058974924482,0.2122046010950124,250-500 m
-176.4702291734482,0.2122046010950124,250-500 m
-176.46986859765158,0.2122046010950124,250-500 m
-176.46950802185495,0.2122046010950124,250-500 m
-176.46914744605834,0.2122046010950124,250-500 m
-176.4687868702617,0.2122046010950124,250-500 m
-176.46842629446508,0.2122046010950124,250-500 m
-176.46806571866847,0.2122046010950124,250-500 m
-176.48429162951646,0.21184402529839036,250-500 m
-176.48393105371983,0.21184402529839036,250-500 m
-176.48357047792322,0.21184402529839036,250-500 m
-176.4832099021266,0.21184402529839036,250-500 m
-176.48284932632995,0.21184402529839036,250-500 m
-176.48248875053335,0.21184402529839036,250-500 m
-176.48212817473672,0.21184402529839036,250-500 m
-176.4817675989401,0.21184402529839036,250-500 m
-176.48140702314348,0.21184402529839036,250-500 m
-176.48104644734687,0.21184402529839036,250-500 m
-176.48068587155024,0.21184402529839036,250-500 m
-176.4803252957536,0.21184402529839036,250-500 m
-176.479964719957,0.21184402529839036,250-500 m
-176.47960414416036,0.21184402529839036,0-249.99 m
-176.47924356836376,0.21184402529839036,0-249.99 m
-176.47888299256712,0.21184402529839036,0-249.99 m
-176.47852241677052,0.21184402529839036,0-249.99 m
-176.47816184097388,0.21184402529839036,0-249.99 m
-176.47780126517725,0.21184402529839036,0-249.99 m
-176.47744068938064,0.21184402529839036,0-249.99 m
-176.477080113584,0.21184402529839036,0-249.99 m
-176.4767195377874,0.21184402529839036,0-249.99 m
-176.47635896199077,0.21184402529839036,0-249.99 m
-176.47599838619416,0.21184402529839036,0-249.99 m
-176.47563781039753,0.21184402529839036,0-249.99 m
-176.4752772346009,0.21184402529839036,0-249.99 m
-176.4749166588043,0.21184402529839036,0-249.99 m
-176.47455608300766,0.21184402529839036,0-249.99 m
-176.47419550721105,0.21184402529839036,0-249.99 m
-176.47383493141442,0.21184402529839036,0-249.99 m
-176.47347435561778,0.21184402529839036,0-249.99 m
-176.47311377982118,0.21184402529839036,0-249.99 m
-176.47275320402454,0.21184402529839036,250-500 m
-176.47239262822794,0.21184402529839036,250-500 m
-176.4720320524313,0.21184402529839036,250-500 m
-176.4716714766347,0.21184402529839036,250-500 m
-176.47131090083806,0.21184402529839036,250-500 m
-176.47095032504143,0.21184402529839036,250-500 m
-176.47058974924482,0.21184402529839036,250-500 m
-176.4702291734482,0.21184402529839036,250-500 m
-176.46986859765158,0.21184402529839036,250-500 m
-176.46950802185495,0.21184402529839036,250-500 m
-176.46914744605834,0.21184402529839036,250-500 m
-176.4687868702617,0.21184402529839036,250-500 m
-176.46842629446508,0.21184402529839036,250-500 m
-176.46806571866847,0.21184402529839036,250-500 m
-176.46770514287184,0.21184402529839036,250-500 m
-176.48465220531307,0.21148344950176834,250-500 m
-176.48429162951646,0.21148344950176834,250-500 m
-176.48393105371983,0.21148344950176834,250-500 m
-176.48357047792322,0.21148344950176834,250-500 m
-176.4832099021266,0.21148344950176834,250-500 m
-176.48284932632995,0.21148344950176834,250-500 m
-176.48248875053335,0.21148344950176834,250-500 m
-176.48212817473672,0.21148344950176834,250-500 m
-176.4817675989401,0.21148344950176834,250-500 m
-176.48140702314348,0.21148344950176834,250-500 m
-176.48104644734687,0.21148344950176834,250-500 m
-176.48068587155024,0.21148344950176834,250-500 m
-176.4803252957536,0.21148344950176834,0-249.99 m
-176.479964719957,0.21148344950176834,0-249.99 m
-176.47960414416036,0.21148344950176834,0-249.99 m
-176.47924356836376,0.21148344950176834,0-249.99 m
-176.47888299256712,0.21148344950176834,0-249.99 m
-176.47852241677052,0.21148344950176834,0-249.99 m
-176.47816184097388,0.21148344950176834,0-249.99 m
-176.47780126517725,0.21148344950176834,0-249.99 m
-176.47744068938064,0.21148344950176834,0-249.99 m
-176.477080113584,0.21148344950176834,0-249.99 m
-176.4767195377874,0.21148344950176834,0-249.99 m
-176.47635896199077,0.21148344950176834,0-249.99 m
-176.47599838619416,0.21148344950176834,0-249.99 m
-176.47563781039753,0.21148344950176834,0-249.99 m
-176.4752772346009,0.21148344950176834,0-249.99 m
-176.4749166588043,0.21148344950176834,0-249.99 m
-176.47455608300766,0.21148344950176834,0-249.99 m
-176.47419550721105,0.21148344950176834,0-249.99 m
-176.47383493141442,0.21148344950176834,0-249.99 m
-176.47347435561778,0.21148344950176834,0-249.99 m
-176.47311377982118,0.21148344950176834,0-249.99 m
-176.47275320402454,0.21148344950176834,0-249.99 m
-176.47239262822794,0.21148344950176834,0-249.99 m
-176.4720320524313,0.21148344950176834,250-500 m
-176.4716714766347,0.21148344950176834,250-500 m
-176.47131090083806,0.21148344950176834,250-500 m
-176.47095032504143,0.21148344950176834,250-500 m
-176.47058974924482,0.21148344950176834,250-500 m
-176.4702291734482,0.21148344950176834,250-500 m
-176.46986859765158,0.21148344950176834,250-500 m
-176.46950802185495,0.21148344950176834,250-500 m
-176.46914744605834,0.21148344950176834,250-500 m
-176.4687868702617,0.21148344950176834,250-500 m
-176.46842629446508,0.21148344950176834,250-500 m
-176.46806571866847,0.21148344950176834,250-500 m
-176.46770514287184,0.21148344950176834,250-500 m
-176.46734456707523,0.21148344950176834,250-500 m
-176.48465220531307,0.21112287370514632,250-500 m
-176.48429162951646,0.21112287370514632,250-500 m
-176.48393105371983,0.21112287370514632,250-500 m
-176.48357047792322,0.21112287370514632,250-500 m
-176.4832099021266,0.21112287370514632,250-500 m
-176.48284932632995,0.21112287370514632,250-500 m
-176.48248875053335,0.21112287370514632,250-500 m
-176.48212817473672,0.21112287370514632,250-500 m
-176.4817675989401,0.21112287370514632,250-500 m
-176.48140702314348,0.21112287370514632,250-500 m
-176.48104644734687,0.21112287370514632,250-500 m
-176.48068587155024,0.21112287370514632,0-249.99 m
-176.4803252957536,0.21112287370514632,0-249.99 m
-176.479964719957,0.21112287370514632,0-249.99 m
-176.47960414416036,0.21112287370514632,0-249.99 m
-176.47924356836376,0.21112287370514632,0-249.99 m
-176.47888299256712,0.21112287370514632,0-249.99 m
-176.47852241677052,0.21112287370514632,0-249.99 m
-176.47816184097388,0.21112287370514632,0-249.99 m
-176.47780126517725,0.21112287370514632,0-249.99 m
-176.47744068938064,0.21112287370514632,0-249.99 m
-176.477080113584,0.21112287370514632,0-249.99 m
-176.4767195377874,0.21112287370514632,0-249.99 m
-176.47635896199077,0.21112287370514632,0-249.99 m
-176.47599838619416,0.21112287370514632,0-249.99 m
-176.47563781039753,0.21112287370514632,0-249.99 m
-176.4752772346009,0.21112287370514632,0-249.99 m
-176.4749166588043,0.21112287370514632,0-249.99 m
-176.47455608300766,0.21112287370514632,0-249.99 m
-176.47419550721105,0.21112287370514632,0-249.99 m
-176.47383493141442,0.21112287370514632,0-249.99 m
-176.47347435561778,0.21112287370514632,0-249.99 m
-176.47311377982118,0.21112287370514632,0-249.99 m
-176.47275320402454,0.21112287370514632,0-249.99 m
-176.47239262822794,0.21112287370514632,0-249.99 m
-176.4720320524313,0.21112287370514632,0-249.99 m
-176.4716714766347,0.21112287370514632,250-500 m
-176.47131090083806,0.21112287370514632,250-500 m
-176.47095032504143,0.21112287370514632,250-500 m
-176.47058974924482,0.21112287370514632,250-500 m
-176.4702291734482,0.21112287370514632,250-500 m
-176.46986859765158,0.21112287370514632,250-500 m
-176.46950802185495,0.21112287370514632,250-500 m
-176.46914744605834,0.21112287370514632,250-500 m
-176.4687868702617,0.21112287370514632,250-500 m
-176.46842629446508,0.21112287370514632,250-500 m
-176.46806571866847,0.21112287370514632,250-500 m
-176.46770514287184,0.21112287370514632,250-500 m
-176.46734456707523,0.21112287370514632,250-500 m
-176.4669839912786,0.21112287370514632,250-500 m
-176.466623415482,0.21112287370514632,250-500 m
-176.48465220531307,0.2107622979085243,250-500 m
-176.48429162951646,0.2107622979085243,250-500 m
-176.48393105371983,0.2107622979085243,250-500 m
-176.48357047792322,0.2107622979085243,250-500 m
-176.4832099021266,0.2107622979085243,250-500 m
-176.48284932632995,0.2107622979085243,250-500 m
-176.48248875053335,0.2107622979085243,250-500 m
-176.48212817473672,0.2107622979085243,250-500 m
-176.4817675989401,0.2107622979085243,250-500 m
-176.48140702314348,0.2107622979085243,250-500 m
-176.48104644734687,0.2107622979085243,0-249.99 m
